"target.id.oclc","target.title","target.location.name","target.location.coordinates","source.id.oclc","source.location.name","source.location.coordinates","article.count","issue.count","target.title.transliterated"
NA,"تنظيمات",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"tnZymat"
NA,"تنوير الأفكار",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"tnwyr alafkar"
NA,"تنوير الأفكار",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"tnwyr alafkar"
NA,"ثروت فتون",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"Urwt ftwn"
NA,"جادالوز",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jadalwz"
NA,"جانطة",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"janT0"
NA,"جبل عامل",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"jbl 3aml"
NA,"جبل لبنان",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jbl lbnan"
NA,"جريدة الحارس",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jryd0 al7ars"
NA,"جريدة السلام",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jryd0 alslam"
NA,"جريدة بيروت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jryd0 byrwt"
NA,"جريدة حوادث",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jryd0 7wadU"
NA,"جريدة عدلية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jryd0 3dly0"
NA,"جريدة عسكرية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jryd0 3skry0"
NA,"جم",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jm"
NA,"جهينة",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"jhyn0"
NA,"جورنال بيروت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jwrnal byrwt"
NA,"جويش كرونكل",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"jwyW krwnkl"
NA,"جيلاق",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"jylaQ"
NA,"حكمت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,2,"7kmt"
NA,"حكمت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"7kmt"
NA,"حلب",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"7lb"
NA,"حوادث",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"7wadU"
NA,"حوادث الجمهور",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"7wadU aljmhwr"
NA,"خان جغان",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"Kan jGan"
NA,"خان لذهب",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"Kan lihb"
NA,"خردلة العلوم",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"Krdl0 al3lwm"
NA,"دار الفنون",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"dar alfnwn"
NA,"دليل غواة الطوابع",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"dlyl Gwa0 alTwab3"
NA,"دوكير",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"dwkyr"
NA,"دونيلا",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"dwnyla"
NA,"دي هايف",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"dy hayf"
NA,"دير القمر",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"dyr alQmr"
NA,"رسالة موقوتة حربية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"rsal0 mwQwt0 7rby0"
NA,"رسملي كتاب",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"rsmly ktab"
NA,"رعد",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"r3d"
NA,"روسكي أصلوفا",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"rwsky aSlwfa"
NA,"روضة المدارس",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"rwD0 almdars"
NA,"روضة المدارس",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"rwD0 almdars"
NA,"روضة المعارف",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"rwD0 alm3arf"
NA,"روضة المعارف",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"rwD0 alm3arf"
NA,"روضه",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"rwDh"
NA,"ريج",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"ryj"
NA,"زنكفت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"znkft"
NA,"زهيرة بغداد",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"zhyr0 bGdad"
NA,"سبيل الرشاد",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"sbyl alrWad"
NA,"سبيل الرشاد",NA,NA,644997575,"Dimashq","33.5102, 36.29128",1,1,"sbyl alrWad"
NA,"سراج الأخبار",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"sraj alaKbar"
NA,"سمير الصبا",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"smyr alSba"
NA,"سنين",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"snyn"
NA,"سورية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"swry0"
NA,"سيف الحق",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"syf al7Q"
NA,"شاهد الحقائق",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"Wahd al7Qa5Q"
NA,"شمس المعارف",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"Wms alm3arf"
NA,"شهبال",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"Whbal"
NA,"شهراء",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Whraq"
NA,"شورا",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"Wwra"
NA,"شوراي أمت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Wwray amt"
NA,"صائب",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"Sa5b"
NA,"صباح",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"Sba7"
NA,"صحيفة نادي دار العلوم",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"S7yf0 nady dar al3lwm"
NA,"صداي ملت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"Sday mlt"
NA,"صدى الشهباء",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"SdA alWhbaq"
NA,"صدى بابل",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"SdA babl"
NA,"صدى باريس الفرنسوية",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"SdA barys alfrnswy0"
NA,"صراط مستقيم",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"SraT mstQym"
NA,"ضياء",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Dyaq"
NA,"طبابت حاضرة",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Tbabt 7aDr0"
NA,"طرابلس الغرب",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Trabls alGrb"
NA,"عثمانلي رساملر جمعيتي غزته سي",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"3Umanly rsamlr jm3yty Gzth sy"
NA,"عصا موسى",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"3Sa mwsA"
NA,"عصر",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"3Sr"
NA,"عفريت",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"3fryt"
NA,"علم النفس",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"3lm alnfs"
NA,"علمية أدبية تهذيبية",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"3lmy0 adby0 thiyby0"
NA,"علوم اقتصادية واجتماعية مجموعة",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"3lwm aQtSady0 wajtma3y0 mjmw30"
NA,"علي كده",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"3ly kdh"
NA,"علي كده أنستي تيوت غازت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"3ly kdh ansty tywt Gazt"
NA,"عليكدة إنستيتيوت غازت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"3lykd0 anstytywt Gazt"
NA,"غيديق",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"GydyQ"
NA,"فتاة الشرق",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"fta0 alWrQ"
NA,"فتاة لبنان",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"fta0 lbnan"
NA,"فرنكفورت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"frnkfwrt"
NA,"ففيرنوست",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"ffyrnwst"
NA,"فيرنوست",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"fyrnwst"
NA,"قادين",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Qadyn"
NA,"قازان مخبري",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Qazan mKbry"
NA,"قرة كوز",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Qr0 kwz"
NA,"قره سنان",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Qrh snan"
NA,"قلم",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"Qlm"
NA,"قلم",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"Qlm"
NA,"قلنج",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"Qlnj"
NA,"كرمه ونرمه",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"krmh wnrmh"
NA,"كلمة حق",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"klm0 7Q"
NA,"كمال",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"kmal"
NA,"كوميديا",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"kwmydya"
NA,"لابريس",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"labrys"
NA,"لادي هوم جورنال",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lady hwm jwrnal"
NA,"لاريفورم",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"laryfwrm"
NA,"لاغير",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"laGyr"
NA,"لاقتصاد الاجتماعي",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"laQtSad alajtma3y"
NA,"لاومانيته",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lawmanyth"
NA,"لبنان",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lbnan"
NA,"لديلي ميل",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"ldyly myl"
NA,"لسان",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"lsan"
NA,"لسان الأمة",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"lsan alam0"
NA,"لسان الحال",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lsan al7al"
NA,"لسان الشرق",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lsan alWrQ"
NA,"لسان الصدق",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"lsan alSdQ"
NA,"لسان العرب",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"lsan al3rb"
NA,"لسان العرب",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lsan al3rb"
NA,"لطيف",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lTyf"
NA,"لغة",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"lG0"
NA,"لمقتبس",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lmQtbs"
NA,"لمورنن ليدر",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"lmwrnn lydr"
NA,"لندن ثروت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"lndn Urwt"
NA,"لومانيتي",NA,NA,644997575,"Dimashq","33.5102, 36.29128",1,1,"lwmanyty"
NA,"مجلة الأحكام الشرعية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 ala7kam alWr3y0"
NA,"مجلة الأنتروبوس الإنسان",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 alantrwbws alansan"
NA,"مجلة الإصلاح الاجتماعي",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 alaSla7 alajtma3y"
NA,"مجلة الاجتماع الدولية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 alajtma3 aldwly0"
NA,"مجلة الاقتصاد الدولية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 alaQtSad aldwly0"
NA,"مجلة الاقتصاديين",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 alaQtSadyyn"
NA,"مجلة التعليم الدولية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 alt3lym aldwly0"
NA,"مجلة الحقائق والتلفيق",NA,NA,644997575,"Dimashq","33.5102, 36.29128",1,1,"mjl0 al7Qa5Q waltlfyQ"
NA,"مجلة الشتاء",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 alWtaq"
NA,"مجلة الشرق",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 alWrQ"
NA,"مجلة الطبيعة الفرنسية",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 alTby30 alfrnsy0"
NA,"مجلة العالمين",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 al3almyn"
NA,"مجلة العلم",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 al3lm"
NA,"مجلة العوام",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 al3wam"
NA,"مجلة القرن التاسع عشر",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 alQrn altas3 3Wr"
NA,"مجلة اللجنة الأميركية الشرقية",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"mjl0 alljn0 alamyrky0 alWrQy0"
NA,"مجلة المباحث",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 almba7U"
NA,"مجلة الملكية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 almlky0"
NA,"مجلة المنتدى الأدبي",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 almntdA aladby"
NA,"مجلة المورد الصافي",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 almwrd alSafy"
NA,"مجلة الن س العصرية",NA,NA,644997575,"Dimashq","33.5102, 36.29128",1,1,"mjl0 aln s al3Sry0"
NA,"مجلة انتربية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 antrby0"
NA,"مجلة جمعية الملاجئ العباسية ومكارم الأخلاق الإسلامية",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 jm3y0 almlaj5 al3basy0 wmkarm alaKlaQ alaslamy0"
NA,"مجلة عرفات",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 3rfat"
NA,"مجلة علم الاجتماع الدولية",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 3lm alajtma3 aldwly0"
NA,"مجلة مستندات الترقي",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 mstndat altrQy"
NA,"مجلة مصر والشرق الفرنسية",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mjl0 mSr walWrQ alfrnsy0"
NA,"مجلة مطالعاتنا في البيوت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjl0 mTal3atna fy albywt"
NA,"مجلس",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"mjls"
NA,"مجموعة أبو الضيا",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mjmw30 abw alDya"
NA,"مخزن علوم",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mKzn 3lwm"
NA,"مرآة الغرب",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"mra0 alGrb"
NA,"مسامرات الشعب",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"msamrat alW3b"
NA,"مستندات الترقي",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mstndat altrQy"
NA,"مشرق",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mWrQ"
NA,"مشورت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"mWwrt"
NA,"مصبح الشرق",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"mSb7 alWrQ"
NA,"مطالعات البيوت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mTal3at albywt"
NA,"مطالعاتنا في البيوت",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mTal3atna fy albywt"
NA,"مطالعاتنا في بيوتنا",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mTal3atna fy bywtna"
NA,"معلومات",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"m3lwmat"
NA,"مقتبس",NA,NA,644997575,"Dimashq","33.5102, 36.29128",1,1,"mQtbs"
NA,"مقتطف",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"mQtTf"
NA,"ملكية",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mlky0"
NA,"مودا ملكه سي",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"mwda mlkh sy"
NA,"نبر إست",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"nbr ast"
NA,"نجف",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"njf"
NA,"نفكر",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"nfkr"
NA,"نوفيه فريمه",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"nwfyh frymh"
NA,"نيويورك هرالد",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"nywywrk hrald"
NA,"هنديا شريكت",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"hndya Wrykt"
NA,"وادي النيل",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"wady alnyl"
NA,"وبرلاندأوندماير",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"wbrlandawndmayr"
NA,"وجدان",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"wjdan"
NA,"وقت",NA,NA,4770057679,"al-Qāhira","30.06263, 31.24967",1,1,"wQt"
NA,"وولقان",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"wwlQan"
NA,"يكي إقدام",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"yky aQdam"
NA,"يكي تصوير أفكار",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"yky tSwyr afkar"
NA,"يكي تصوير أفكار",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"yky tSwyr afkar"
NA,"يكي غزته",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"yky Gzth"
NA,"يكي كوه زه",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"yky kwh zh"
NA,"يكي محيط المعارف غزته صي غزته سي",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",1,1,"yky m7yT alm3arf Gzth Sy Gzth sy"
NA,"يكي موده",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"yky mwdh"
NA,"يلديرم بين النهرين",NA,NA,472450345,"Baghdād","33.34058, 44.40088",1,1,"yldyrm byn alnhryn"
NA,"يني غزته",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",1,1,"yny Gzth"
NA,"اقتصاد",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",0,1,"aQtSad"
NA,"البحرية",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",0,1,"alb7ry0"
NA,"الحزب",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",0,1,"al7zb"
NA,"الرئيس",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",0,1,"alr5ys"
NA,"الشتاء",NA,NA,1588981,"al-Qāhira","30.06263, 31.24967",0,1,"alWtaq"
NA,"القبس",NA,NA,4770057679,"Dimashq","33.5102, 36.29128",0,1,"alQbs"
NA,"الكوثر",NA,NA,472450345,"Baghdād","33.34058, 44.40088",0,1,"alkwUr"
NA,"تنوير",NA,NA,472450345,"Baghdād","33.34058, 44.40088",0,1,"tnwyr"
